iter	Passed	Remaining
1356	3877974	1837536
1357	3880433	1834490
1358	3883461	1831713
1359	3885397	1828422
1360	3887564	1825241
1361	3888853	1821651
1362	3891970	1818917
1363	3895452	1816354
1364	3898200	1813448
1365	3899977	1810092
1366	3901745	1806733
1367	3904426	1803799
1368	3907732	1801153
1369	3910658	1798331
1370	3912521	1795022
1371	3914888	1791946
1372	3918787	1789570
1373	3922207	1786973
1374	3924556	1783889
1375	3926692	1780709
1376	3930319	1778205
1377	3932577	1775082
1378	3934106	1771631
1379	3935590	1768163
1380	3937918	1765077
1381	3941648	1762618
1382	3943548	1759341
1383	3946541	1756553
1384	3949519	1753757
1385	3951477	1750510
1386	3953665	1747366
1387	3957034	1744744
1388	3961212	1742477
1389	3965474	1740244
1390	3968818	1737606
1391	3972193	1734981
1392	3975734	1732426
1393	3979338	1729899
1394	3982789	1727303
1395	3986607	1724864
1396	3990137	1722299
1397	3993895	1719831
1398	3995997	1716650
1399	3997709	1713304
1400	3999354	1709930
1401	4000988	1706555
1402	4003804	1703685
1403	4006580	1700798
1404	4009108	1697807
1405	4011557	1694783
1406	4014218	1691848
1407	4016351	1688693
1408	4019554	1685987
1409	4023024	1683393
1410	4027398	1681174
1411	4031476	1678830
1412	4035055	1676275
1413	4038616	1673712
1414	4043522	1671703
1415	4047952	1669494
1416	4052006	1667127
1417	4055331	1664459
1418	4058106	1661564
1419	4061564	1658949
1420	4065006	1656325
1421	4068328	1653652
1422	4071533	1650930
1423	4074859	1648257
1424	4078215	1645595
1425	4081520	1642912
1426	4084865	1640243
1427	4086898	1637049
1428	4088886	1633837
1429	4090934	1630652
1430	4093268	1627581
1431	4095165	1624339
1432	4096976	1621064
1433	4098663	1617742
1434	4100361	1614428
1435	4102229	1611182
1436	4104055	1607921
1437	4105932	1604683
1438	4107816	1601448
1439	4109715	1598222
1440	4111633	1595005
1441	4113476	1591761
1442	4115349	1588530
1443	4117230	1585304
1444	4119088	1582072
1445	4120947	1578841
1446	4122809	1575614
1447	4124706	1572401
1448	4126606	1569192
1449	4128684	1566052
1450	4130751	1562909
1451	4132863	1559785
1452	4134891	1556631
1453	4136660	1553381
1454	4138460	1550145
1455	4140144	1546867
1456	4142167	1543717
1457	4144118	1540543
1458	4146119	1537389
1459	4148194	1534263
1460	4150042	1531056
1461	4151686	1527775
1462	4153410	1524525
1463	4155172	1521292
1464	4157212	1518162
1465	4159131	1514990
1466	4161108	1511840
1467	4163034	1508674
1468	4165316	1505638
1469	4168398	1502892
1470	4170515	1499797
1471	4172208	1496552
1472	4174285	1493447
1473	4176441	1490372
1474	4178633	1487310
1475	4180810	1484244
1476	4182905	1481150
1477	4184898	1478022
1478	4187008	1474936
1479	4188780	1471733
1480	4190701	1468584
1481	4192949	1465551
1482	4195218	1462527
1483	4197585	1459537
1484	4199842	1456511
1485	4202006	1453453
1486	4204144	1450387
1487	4206089	1447256
1488	4208335	1444230
1489	4211059	1441369
1490	4214089	1438612
1491	4216319	1435583
1492	4218525	1432546
1493	4220772	1429525
1494	4222923	1426472
1495	4225005	1423397
1496	4227123	1420336
1497	4229115	1417233
1498	4231227	1414172
1499	4233257	1411085
1500	4235335	1408016
1501	4237747	1405058
1502	4240463	1402202
1503	4243084	1399315
1504	4245185	1396256
1505	4247644	1393317
1506	4250385	1390471
1507	4252968	1387573
1508	4255305	1384595
1509	4257662	1381625
1510	4260049	1378666
1511	4262333	1375673
1512	4264459	1372631
1513	4266661	1369615
1514	4268801	1366579
1515	4271084	1363591
1516	4273326	1360591
1517	4275624	1357609
1518	4278071	1354675
1519	4280009	1351582
1520	4281855	1348460
1521	4283843	1345385
1522	4285770	1342293
1523	4287952	1339281
1524	4290194	1336289
1525	4292479	1333312
1526	4294631	1330295
1527	4296805	1327285
1528	4298985	1324278
1529	4301192	1321281
1530	4303408	1318287
1531	4305514	1315261
1532	4307720	1312267
1533	4309975	1309288
1534	4312151	1306286
1535	4314058	1303205
1536	4316043	1300148
1537	4317731	1297003
1538	4319403	1293856
1539	4321123	1290725
1540	4322874	1287604
1541	4324678	1284502
1542	4326653	1281452
1543	4328813	1278457
1544	4330934	1275453
1545	4332771	1272366
1546	4334770	1269328
1547	4336558	1266230
1548	4338354	1263136
1549	4340280	1260081
1550	4342204	1257027
1551	4344188	1253992
1552	4346396	1251023
1553	4348731	1248091
1554	4351065	1245160
1555	4353303	1242202
1556	4355362	1239194
1557	4357474	1236202
1558	4359486	1233183
1559	4361506	1230168
1560	4363290	1227088
1561	4365071	1224008
1562	4366896	1220943
1563	4368646	1217858
1564	4370383	1214771
1565	4372162	1211697
1566	4373983	1208637
1567	4375758	1205566
1568	4377499	1202487
1569	4379228	1199406
1570	4381051	1196353
1571	4382757	1193269
1572	4384491	1190195
1573	4386240	1187127
1574	4388012	1184066
1575	4389790	1181009
1576	4391578	1177956
1577	4393361	1174903
1578	4395109	1171843
1579	4397245	1168887
1580	4399231	1165893
1581	4401186	1162892
1582	4403781	1160061
1583	4406612	1157292
1584	4409034	1154415
1585	4411449	1151538
1586	4414044	1148708
1587	4416944	1145957
1588	4419773	1143188
1589	4422297	1140340
1590	4425091	1137562
1591	4427704	1134738
1592	4430328	1131917
1593	4432924	1129088
1594	4435941	1126367
1595	4439109	1123684
1596	4442156	1120969
1597	4444620	1118108
1598	4446863	1115192
1599	4449286	1112321
1600	4452015	1109527
1601	4454807	1106750
1602	4457332	1103905
1603	4459796	1101047
1604	4462299	1098198
1605	4464734	1095333
1606	4467286	1092497
1607	4469855	1089666
1608	4472311	1086807
1609	4474673	1083927
1610	4476946	1081025
1611	4479151	1078108
1612	4481303	1075179
1613	4483649	1072297
1614	4485875	1069388
1615	4488120	1066484
1616	4490363	1063580
1617	4492734	1060707
1618	4495167	1057849
1619	4497420	1054950
1620	4499727	1052064
1621	4501556	1049068
1622	4503357	1046066
1623	4505167	1043068
1624	4506984	1040073
1625	4508888	1037099
1626	4510690	1034104
1627	4512477	1031106
1628	4514361	1028132
1629	4516237	1025158
1630	4518045	1022169
1631	4519869	1019186
1632	4521646	1016193
1633	4523511	1013222
1634	4525308	1010236
1635	4527134	1007259
1636	4529244	1004346
1637	4531303	1001423
1638	4533721	998580
1639	4536382	995791
1640	4538867	992963
1641	4541223	990108
1642	4543684	987276
1643	4546142	984444
1644	4548693	981632
1645	4551014	978772
1646	4553442	975935
1647	4556073	973141
1648	4558707	970349
